code|code_type|name|latitude|longitude
BQT|iata|Brest|52.1083|23.8981
BRA|iata|Barreiras|-12.0794|-45.0094
BRB|iata|BARREIRINHA|-2.7958|-57.0556
BRC|iata|San Carlos de Bariloche|-41.1511|-71.1578
BRD|iata|Brainerd|46.3983|-94.1381
BRE|iata|Bremen|53.0474|8.7867
BRI|iata|Bari|41.1392|16.7658
BRK|iata|BOURKE|-30.0403|145.9528
BRL|iata|Burlington|40.7832|-91.1255
BRM|iata|Barquisimeto|10.0456|-69.3564
BRN|iata|Berne Belp|46.9122|7.4992
BRO|iata|Brownsville|25.9068|-97.4259
BRQ|iata|Brno|49.1514|16.6939
BRR|iata|Barra|57.017|-7.433
BRS|iata|Bristol|51.3827|-2.7191
BRT|iata|BATHURST ISLAND|-11.7664|130.6167
BRU|iata|Brussels Airport|50.9014|4.4844
BRV|iata|BREMERHAVEN|53.5071|8.5729
BRW|iata|Barrow Wiley Post/Will Rogers Memorial|71.2854|-156.766
BRX|iata|BARAHONA/MARIA MONTEZ|18.2517|-71.1219
BSA|iata|Bosaso|11.2753|49.1494
BSB|iata|Brasilia|-15.8692|-47.9208
BSC|iata|Bahia Solano|6.2031|-77.3947
BSD|iata|Baoshan|25.15|99.15
BSG|iata|Bata|1.9022|9.8028
BSJ|iata|BAIRNSDALE|-37.8883|147.5683
BSK|iata|Biskra|34.7933|5.7382
BSL|iata|Basel|47.59|7.5292
BSO|iata|Basco|20.4522|121.9772
BSR|iata|Basrah|30.5491|47.6621
BSS|iata|BALSAS|-7.525|-46.0528
BST|iata|Lashkar Gah|31.559|64.3641
BSX|iata|Bassein|16.8152|94.7799
BSZ|iata|Bartletts|58.2336|-157.3503
BTC|iata|BATTICALOA|7.7033|81.6783
BTH|iata|Batam|1.1189|104.1142
BTI|iata|Barter Island|70.134|-143.5819
BTJ|iata|Banda Aceh|5.5169|95.42
BTK|iata|Bratsk|56.37|101.6983
BTL|iata|BATTLE CREEK W K KELLOGG|42.3075|-85.2517
BTM|iata|Butte|45.9548|-112.4975
BTR|iata|Baton Rouge Metropolitan Apt|30.5331|-91.1496
BTS|iata|Bratislava|48.17|17.2128
BTT|iata|Bettles|66.9139|-151.529
BTU|iata|Bintulu|3.1241|113.0197
BTV|iata|Burlington|44.4718|-73.1532
BTZ|iata|BURSA/YENISEHIR|40.2489|29.5494
BUA|iata|Buka|-5.4223|154.6727
BUC|iata|Burketown|-17.7483|139.535
BUD|iata|Budapest|47.4393|19.2618
BUF|iata|Buffalo|42.9405|-78.7322
BUG|iata|BENGUELA|-12.6099|13.4037
BUJ|iata|BOU-SAADA|35.3314|4.2044
BUL|iata|Bulolo|-7.217|146.633
BUN|iata|Buenaventura|3.8197|-76.9897
BUO|iata|Burao|9.517|45.567
BUQ|iata|Bulawayo|-20.0183|28.6247
BUR|iata|Burbank|34.2006|-118.3587
BUS|iata|Batumi|41.61|41.5997
BUW|iata|Baubau|-5.4869|122.569
BUX|iata|BUNIA|1.5658|30.2206
BUY|iata|BUNBURY|-33.3783|115.6767
BUZ|iata|Bushehr|28.9494|50.8303
BVA|iata|Paris Beauvais-Tille Airport|49.4544|2.1128
BVB|iata|Boa Vista|2.8414|-60.6922
BVC|iata|Boa Vista Island|16.1364|-22.8886
BVE|iata|Brive-la-Gaillarde|45.1494|1.4744
BVG|iata|Berlevag|70.8714|29.0342
BVH|iata|Vilhena|-12.7014|-60.0931
BVI|iata|Birdsville|-25.8989|139.3486
BVM|iata|BELMONTE|-15.8708|-38.8719
BVS|iata|BREVES|-1.6383|-50.4408
BVV|iata|Iturup Island|44.92|147.6217
BVY|iata|BEVERLY MUNI|42.5842|-70.9165
BWA|iata|Bhairawa|27.5073|83.4179
BWB|iata|BARROW ISLAND|-20.8658|115.4047
BWE|iata|BRAUNSCHWEIG-WOLFSBURG|52.3192|10.5561
BWG|iata|BOWLING GREEN/WARREN CO. RGNL|36.9645|-86.4197
BWH|iata|BUTTERWORTH|5.4661|100.3911
BWI|iata|Baltimore Washington International Apt|39.1754|-76.6683
BWK|iata|Brac|43.2857|16.6797
BWN|iata|Bandar Seri Begawan|4.9442|114.9284
BWO|iata|BALAKOVO|51.8617|47.75
BWQ|iata|BREWARRINA|-29.9756|146.8156
BWT|iata|Burnie|-41.0003|145.73
BWU|iata|SYDNEY/BANKSTOWN|-33.9244|150.99
BWW|iata|Cayo Las Brujas|22.62|-79.14
BXB|iata|Babo|-2.5322|133.4389
BXE|iata|BAKEL|14.8667|-12.4833
BXH|iata|BALKHASH|46.8933|75.005
BXR|iata|Bam|29.0842|58.4497
BXU|iata|Butuan|8.9586|125.4917
BYC|iata|Yacuiba|-21.9494|-63.6481
BYF|iata|Meaulte|49.97|2.6928
BYH|iata|BLYTHEVILLE ARKANSAS INTL|35.9643|-89.944
BYI|iata|BURLEY MUNI AIRPORT|42.5433|-113.7717
BYK|iata|BOUAKE|7.7525|-5.0678
BYM|iata|Bayamo|20.3972|-76.6175
BYN|iata|Bayankhongor|46.1633|100.7041
BYO|iata|Bonito|-21.2294|-56.4561
BYR|iata|L�s�|57.2772|11.0001
BYU|iata|BAYREUTH|49.9844|11.6386
BZB|iata|Bazaruto Island|-18.7167|36.3333
BZC|iata|BUZIOS/UMBERTO MODIANO|-22.7656|-41.965
BZD|iata|BALRANALD|-34.625|143.5769
BZE|iata|Belize City Goldson Intl Apt|17.5361|-88.3083
BZG|iata|Bydgoszcz|53.0968|17.9777
BZI|iata|BALIKESIR|39.6156|27.9328
BZK|iata|BRYANSK|53.2133|34.1783
BZL|iata|Barisal|22.7989|90.3012
BZN|iata|Bozeman|45.7775|-111.153
BZO|iata|Bolzano/Bozen|46.4603|11.3267
BZR|iata|Beziers|43.3233|3.3533
BZV|iata|Brazzaville|-4.2556|15.2483
BZY|iata|BALTI INTL|47.8383|27.7817
BZZ|iata|BRIZE NORTON|51.7495|-1.5822
C27|local_or_unknown|CAERNARFON|53.1042|-4.3406
CAB|iata|Cabinda|-5.597|12.1884
CAC|iata|Cascavel|-25.0022|-53.5019
CAE|iata|Columbia Metropolitan Apt|33.9387|-81.1195
CAG|iata|Cagliari|39.2472|9.0564
CAH|iata|Ca Mau|9.1877|105.175
CAI|iata|Cairo|30.1114|31.4139
CAJ|iata|Canaima|6.25|-62.8333
CAK|iata|Akron/Canton Ohio Regional|40.916|-81.4421
CAL|iata|Campbeltown|55.4372|-5.6864
CAN|iata|Guangzhou|23.39|113.3067
CAO|iata|CLAYTON MUNI ARPK AIRPORT|36.4462|-103.15
CAP|iata|Cap Haitien|19.7333|-72.2
CAR|iata|CARIBOU MUNI AIRPORT|46.8714|-68.0178
CAS|iata|CASABLANCA/ANFA|33.5533|-7.6614
CAU|iata|CARUARU|-18.2842|-36.0106
CAV|iata|CAZOMBO|-11.9|22.9
CAW|iata|Campos|-21.7006|-41.3072
CAX|iata|CARLISLE|54.9375|-2.725
CAY|iata|Cayenne|4.8197|-52.3619
CAZ|iata|Cobar|-31.5383|145.7933
CBB|iata|Cochabamba|-17.4211|-66.1769
CBD|iata|CARNICOBAR|9.1532|92.8194
CBG|iata|Cambridge|52.205|0.175
CBH|iata|Bechar|31.65|-2.25
CBJ|iata|CABO ROJO/ PEDERNALES|17.65|-71.65
CBL|iata|CIUDAD BOLIVAR|8.1333|-63.535
CBO|iata|Cotabato|7.1608|124.2125
CBQ|iata|Calabar|4.9761|8.3472
CBR|iata|Canberra|-35.3067|149.195
CBS|iata|Cabimas|10.3301|-71.3225
CBT|iata|Catumbela|-12.4792|13.4869
CBU|iata|COTTBUS-DREWITZ|51.8908|14.5336
CBW|iata|CAMPO MOURAO|-24.0069|-52.3561
CBX|iata|CONDOBOLIN|-33.065|147.2083
CCC|iata|Cayo Coco|22.4611|-78.3286
CCE|iata|SAINT MARTIN/GRAND CASE|18.1006|-63.0489
CCF|iata|Carcassonne|43.2158|2.3086
CCH|iata|CHILE CHICO|-46.5475|-71.6961
CCJ|iata|Kozhikode|11.1381|75.9504
CCK|iata|Cocos Islands|-12.1883|96.83
CCL|iata|CHINCHILLA|-26.775|150.6167
CCM|iata|Criciuma|-28.7239|-49.4208
CCN|iata|Chaghcharan|34.5267|65.2717
CCP|iata|Concepcion|-36.7728|-73.0631
CCS|iata|Caracas|10.6012|-66.9912
CCU|iata|Kolkata|22.6531|88.4492
CCV|iata|Craig Cove|-16.265|167.9244
CCZ|iata|Chub Cay|25.4171|-77.8808
CDB|iata|Cold Bay|55.2061|-162.7238
CDC|iata|Cedar City|37.701|-113.0988
CDG|iata|Paris Charles de Gaulle Apt|49.0097|2.5478
CDH|iata|CAMDEN HARRELL FIELD|33.6233|-92.7633
CDI|iata|CACHOEIRO DO ITAPEMIIM|-20.8361|-41.1869
CDJ|iata|CONCEICAO DO ARAGUAIA|-8.3483|-49.3025
CDR|iata|Chadron|42.8376|-103.0953
CDS|iata|CHILDRESS|34.4337|-100.2879
CDU|iata|CAMDEN|-34.0419|150.6861
CDV|iata|Cordova Mudhole Smith Airport|60.4917|-145.4775
CDW|iata|Caldwell|40.8752|-74.2814
CEB|iata|Cebu|10.3075|123.9794
CEC|iata|Crescent City|41.7796|-124.2409
CED|iata|Ceduna|-32.13|133.71
CEE|iata|Cherepovets|59.2733|38.04
CEF|iata|CHICOPEE/WESTOVER ARB|42.194|-72.5348
CEG|iata|Chester|53.1781|-2.9778
CEI|iata|Chiang Rai|19.9522|99.8831
CEK|iata|Chelyabinsk|55.305|61.505
CEM|iata|Central|65.5739|-144.7809
CEN|iata|Ciudad Obregon|27.393|-109.8334
CEQ|iata|CANNES/MANDELIEU|43.5464|6.9542
CER|iata|CHERBOURG/MAUPERTUS|49.6508|-1.4753
CES|iata|CESSNOCK|-32.7875|151.3417
CET|iata|CHOLET/LE PONTREAU|47.0819|-0.8772
CEW|iata|BOB SIKES|30.7788|-86.5221
CEZ|iata|Cortez|37.303|-108.6281
CFA|iata|Coffee Point|58.22|-157.5
CFB|iata|Cabo Frio|-22.9217|-42.0743
CFC|iata|Cacador|-26.8063|-50.9399
CFE|iata|Clermont-Ferrand|45.7858|3.1625
CFF|iata|GLENDON/GREAT BEAR LAKE|66.7031|-119.7072
CFG|iata|CIENFUEGOS JAIME GONZALES|22.15|-80.4142
CFK|iata|Chlef|36.21|1.33
CFN|iata|Donegal|55.0442|-8.3409
CFR|iata|Caen|49.1733|-0.45
CFS|iata|Coffs Harbour|-30.32|153.1167
CFU|iata|Kerkyra|39.6019|19.9122
CGA|iata|Craig|55.4788|-133.1478
CGB|iata|Cuiaba|-15.65|-56.1175
CGD|iata|Changde|28.9189|111.6403
CGH|iata|Sao Paulo Congonhas Apt|-23.6261|-46.6564
CGI|iata|Cape Girardeau|37.2253|-89.5708
CGK|iata|Jakarta Soekarno-Hatta Apt|-6.1239|106.6611
CGM|iata|Camiguin|9.2535|124.7071
CGN|iata|Cologne/Bonn Apt|50.8659|7.1427
CGO|iata|Zhengzhou|34.5183|113.8417
CGP|iata|Chittagong|22.257|91.8222
CGQ|iata|Changchun|43.9983|125.6883
CGR|iata|Campo Grande|-20.4694|-54.6703
CGY|iata|Cagayan de Oro|8.4162|124.6114
CHA|iata|Chattanooga Lovell Field Apt|35.0353|-85.2038
CHC|iata|Christchurch|-43.4894|172.5344
CHE|iata|Tallinn Heliport|59.4467|24.7528
CHG|iata|Chaoyang|41.5381|120.435
CHH|iata|CHACHAPOYAS|-6.2|-77.8833
CHM|iata|CHIMBOTE/TNT.J.A DE MONTREUIL|-9.1447|-78.5208
CHN|iata|CHONGJU|36.7178|127.4961
CHO|iata|Charlottesville|38.1386|-78.4529
CHQ|iata|Chania|35.5314|24.1511
CHR|iata|CHATEAUROUX DEOLS|46.8603|1.7211
CHS|iata|Charleston|32.8986|-80.0405
CHT|iata|CHATHAM ISLANDS|-43.81|-176.4572
CHU|iata|Chuathbaluk|61.5791|-159.2156
CHX|iata|Changuinola|9.4589|-82.5153
CHY|iata|Choiseul Bay|-6.7119|156.3961
CIA|iata|Rome Ciampino Apt|41.7994|12.5972
CIC|iata|Chico|39.7954|-121.8584
CID|iata|Cedar Rapids|41.8847|-91.7108
CIF|iata|Chifeng|42.235|118.9083
CIG|iata|CRAIG-MOFFAT AIRPORT|40.495|-107.5214
CIH|iata|Changzhi|36.2475|113.1258
CIJ|iata|Cobija|-11.0428|-68.7833
CIK|iata|Chalkyitsik|66.645|-143.7399
CIN|iata|JACKSON JULIAN CARROLL|37.5939|-83.3172
CIP|iata|Chipata|-13.5667|32.5911
CIS|iata|CANTON ISLAND|-2.77|-171.7133
CIT|iata|Shymkent|42.3642|69.4789
CIU|iata|Sault Ste Marie Chippewa County Apt|46.2508|-84.4724
CIW|iata|Canouan Island|12.699|-61.3424
CIX|iata|Chiclayo|-6.7875|-79.8281
CIZ|iata|Coari|-4.1339|-63.1311
CJA|iata|Cajamarca|-7.1322|-78.4889
CJB|iata|Coimbatore|11.0269|77.0418
CJC|iata|Calama|-22.4947|-68.9019
CJJ|iata|Cheongju|36.7166|127.4991
CJL|iata|Chitral|35.8861|71.7999
CJM|iata|Chumphon|10.7118|99.3609
CJS|iata|Ciudad Juarez|31.6364|-106.4288
CJT|iata|COMITAN|16.1767|-92.0506
CJU|iata|Jeju International|33.5122|126.4928
CKB|iata|Clarksburg|39.2966|-80.2281
CKC|iata|CHERKASSY|49.4161|31.9908
CKD|iata|Crooked Creek|61.8679|-158.1349
CKG|iata|Chongqing|29.7167|106.64
CKH|iata|Chokurdakh|70.625|147.8967
CKL|iata|CHKALOVSKIY|55.88|38.0633
CKO|iata|CORNELIO PROCOPIO|-23.1522|-50.6022
CKS|iata|Carajas|-6.1175|-50.0036
CKT|iata|SARAKHS|36.4881|61.07
CKX|iata|Chicken|64.0713|-141.9523
CKY|iata|Conakry|9.5769|-13.612
CKZ|iata|CANAKKALE|40.1361|26.4247
CLA|iata|COMILLA|23.4377|91.1895
CLD|iata|San Diego McClellan-Palomar Arpt|33.1283|-117.28
CLE|iata|Cleveland Hopkins International Apt|41.4117|-81.8498
CLI|iata|CLINTONVILLE|44.6133|-88.7317
CLJ|iata|Cluj-Napoca|46.7851|23.6861
CLL|iata|College Station|30.5885|-96.3637
CLM|iata|Port Angeles|48.1202|-123.4997
CLN|iata|CAROLINA|-7.3333|-47.4333
CLO|iata|Cali|3.5431|-76.3817
CLP|iata|Clarks Point|58.8337|-158.5294
CLQ|iata|Colima|19.277|-103.5776
CLT|iata|Charlotte|35.214|-80.9431
CLU|iata|COLUMBUS MUNICIPAL|39.2617|-85.8967
CLV|iata|Caldas Novas|-17.7247|-48.61
CLY|iata|Calvi|42.5203|8.7931
CLZ|iata|CALABOZO|8.9283|-67.4133
CMA|iata|Cunnamulla|-28.03|145.6222
CMB|iata|Colombo Bandaranaike Apt|7.1802|79.8853
CMD|iata|COOTAMUNDRA|-34.6233|148.0283
CME|iata|Ciudad Del Carmen|18.6522|-91.8011
CMF|iata|CHAMBERY/AIX-LES-BAINS|45.6392|5.88
CMG|iata|Corumba|-19.0119|-57.6714
CMH|iata|Columbus Port Columbus Intl Apt|39.998|-82.8919
CMI|iata|Champaign|40.0393|-88.2781
CMK|iata|Club Makokola|-14.3069|35.1325
CMN|iata|Casablanca Mohammed V Apt|33.3642|-7.5817
CMP|iata|SANTANA DO ARAGUAIA|-9.335|-50.3497
CMQ|iata|CLERMONT|-22.7694|147.6194
CMR|iata|COLMAR/HOUSSEN|48.1103|7.3592
CMU|iata|Kundiawa|-6.0243|144.9705
CMW|iata|Camaguey|21.4203|-77.8475
CMX|iata|Hancock|47.1683|-88.4883
CNB|iata|COONAMBLE|-30.9833|148.3742
CNC|iata|Poruma|-10.05|143.0667
CND|iata|Constanta|44.3621|28.4885
CNF|iata|Belo Horizonte Tancredo Neves Int Apt|-19.6244|-43.9719
CNG|iata|COGNAC/CHATEAUBERNARD|45.6583|-0.3175
CNJ|iata|Cloncurry|-20.6731|140.5008
CNK|iata|CONCORDIA/BLOSSER MUNI AIRPORT|39.5493|-97.6523
CNL|iata|SINDAL|57.5035|10.2294
CNM|iata|Carlsbad|32.3383|-104.2633
CNP|iata|Neerlerit Inaat|70.7433|-22.6606
CNQ|iata|Corrientes|-27.4456|-58.7619
CNR|iata|CHANARAL|-26.3222|-70.6111
CNS|iata|Cairns|-16.8867|145.755
CNU|iata|CHANUTE|37.6683|-95.485
CNW|iata|WACO|31.6378|-97.074
CNX|iata|Chiang Mai|18.7714|98.9628
CNY|iata|Moab|38.755|-109.7548
COC|iata|CONCORDIA/COM.J.J.PIERRESTEGUI|-31.3033|-58.0081
COD|iata|Cody|44.5202|-109.0238
COE|iata|COEUR D ALENE AIR TERMINAL|47.7743|-116.8196
COF|iata|PATRICK AFB|28.2349|-80.6101
COH|iata|COOCH BEHAR|26.3303|89.4167
COJ|iata|COONABARABRAN|-31.335|149.27
COK|iata|Kochi|10.1539|76.4069
COL|iata|Coll Island|56.6|-6.617
CON|iata|CONCORD|43.2033|-71.5017
COO|iata|Cotonou|6.3564|2.3833
COQ|iata|Choibalsan|48.15|114.6667
COR|iata|Cordoba|-31.31|-64.2083
COS|iata|Colorado Springs Peterson Field|38.8058|-104.7002
COT|iata|COTULLA LA SALLE CO|28.4567|-99.2183
COU|iata|Columbia|38.8183|-92.22
COZ|iata|CONSTANZA|18.9|-70.7167
CPA|iata|Cape Palmas|4.3676|-7.7001
CPC|iata|San Martin de Los Andes|-40.0819|-71.1458
CPD|iata|Coober Pedy|-29.04|134.7194
CPE|iata|Campeche|19.6681|-90.5003
CPH|iata|Copenhagen Kastrup Apt|55.6179|12.656
CPO|iata|Copiapo|-27.2967|-70.4136
CPQ|iata|Campinas|-22.8586|-47.1075
CPR|iata|Casper|42.9079|-106.4643
CPT|iata|Cape Town|-33.9681|18.6046
CPV|iata|Campina Grande|-7.2692|-35.895
CQD|iata|Shahre Kord|32.2972|50.8422
CQF|iata|CALAIS/DUNKERQUE|50.9608|1.9514
CQM|iata|Ciudad Real|38.8564|-3.97
CQS|iata|COSTA MARQUES|-12.4214|-64.2511
CRA|iata|Craiova|44.3181|23.8885
CRC|iata|Cartago|4.7583|-75.9558
CRD|iata|Comodoro Rivadavia|-45.7853|-67.4656
CRE|iata|NORTH MYRTLE BEACH/GRAN.STRAND|33.8118|-78.7239
CRI|iata|Crooked Island|22.7456|-74.1824
CRK|iata|Luzon Island Apt|15.186|120.5603
CRL|iata|Brussels S. Charleroi Airport|50.46|4.4528
CRM|iata|Catarman|12.5022|124.6359
CRP|iata|Corpus Christi International Apt|27.7704|-97.5012
CRQ|iata|CARAVELAS|-17.65|-39.2539
CRS|iata|CARANSEBES|45.4203|22.2522
CRU|iata|CARRIACOU IS/LAURISTON|12.4769|-61.4722
CRV|iata|Crotone|38.9978|17.0797
CRW|iata|Charleston|38.3732|-81.5932
CRZ|iata|TURKMENABAT|39.0833|63.6133
CSA|iata|Machrins|56.059|-6.244
CSF|iata|CREIL|49.2536|2.5192
CSG|iata|Columbus Metropolitan Apt|32.5163|-84.9389
CSH|iata|Solovetsky|65.05|35.6667
CSI|iata|CASINO|-28.8833|153.0583
CSK|iata|CAP SKIRING|12.3889|-16.7416
CSM|iata|CLINTON-SHERMAN|35.34|-99.2
CSO|iata|Magdeburg|51.8559|11.418
CSV|iata|CROSSVILLE MEM WHITSON FLD|35.9513|-85.085
CSX|iata|Changsha|28.1867|113.2217
CSY|iata|Cheboksary|56.09|47.3483
CTA|iata|Catania|37.4664|15.0642
CTB|iata|CUT BANK MUNI|48.6083|-112.3761
CTC|iata|Catamarca|-28.5864|-65.7533
CTE|iata|Carti|9.45|-78.967
CTG|iata|Cartagena|10.4425|-75.5128
CTL|iata|Charleville|-26.4133|146.2617
CTM|iata|Chetumal|18.5046|-88.3267
CTN|iata|COOKTOWN|-15.4461|145.1831
CTO|iata|CALVERTON/NAVAL WEAPONS INDUS.|40.9067|-72.7917
CTS|iata|Sapporo Chitose Apt|42.7752|141.6923
CTT|iata|LE CASTELLET|43.2522|5.7836
CTU|iata|Chengdu|30.5783|103.9483
CTY|iata|CROSS CITY|29.635|-83.105
CTZ|iata|CLINTON/SAMPSON|34.975|-78.3656
CUC|iata|Cucuta|7.9314|-72.5142
CUE|iata|Cuenca|-2.8894|-78.9844
CUF|iata|Cuneo|44.5483|7.6222
CUG|iata|CUDAL|-33.2783|148.7633
CUK|iata|Caye Caulker|17.7347|-88.0325
CUL|iata|Culiacan|24.7651|-107.4752
CUM|iata|CUMANA|10.4539|-64.1297
CUN|iata|Cancun|21.0375|-86.877
CUP|iata|CARUPANU|10.6667|-63.25
CUQ|iata|Coen|-13.7625|143.1125
CUR|iata|Curacao|12.1889|-68.9597
CUT|iata|CUTRALCO|-38.9333|-69.25
CUU|iata|Chihuahua|28.7023|-105.963
CUZ|iata|Cuzco|-13.5358|-71.9388
CVG|iata|Cincinnati Northern Kentucky Intl Apt|39.0488|-84.6678
CVJ|iata|Cuernavaca|18.8345|-99.2616
CVM|iata|Ciudad Victoria|23.7025|-98.9558
CVN|iata|Clovis Municipal Apt|34.4251|-103.0793
CVQ|iata|CARNAVON|-24.88|113.6717
CVS|iata|CANNON AFB/CLOVIS|34.3995|-103.3222
CVT|iata|COVENTRY|52.3697|-1.4797
CVU|iata|Corvo Island|39.6714|-31.1136
CWA|iata|Wausau Central Wisconsin Apt|44.7776|-89.6668
CWB|iata|Curitiba Afonso Pena|-25.5317|-49.1761
CWC|iata|Chernivtsi|48.26|25.9817
CWF|iata|LAKE CHARLES CHENNAULT INTL|30.2133|-93.1433
CWL|iata|Cardiff|51.3967|-3.3433
CWT|iata|COWRA|-33.8467|148.6494
CWW|iata|COROWA|-35.9936|146.3533
CXA|iata|CAICARA|7.6167|-66.1667
CXB|iata|Cox's Bazar|21.4498|91.9648
CXF|iata|Coldfoot|67.2522|-150.2039
CXH|iata|Vancouver Coal Harbour SPB|49.2897|-123.1158
CXI|iata|Kiritimati|1.9911|-157.3586
CXJ|iata|Caxias Do Sul|-29.195|-51.1892
CXR|iata|Nha Trang Cam Ranh Airport|12.2275|109.1922
CXT|iata|CHARTERS TOWERS|-20.0447|146.2719
CYB|iata|Cayman Brac|19.687|-79.8828
CYC|iata|Caye Chapel|17.7008|-88.0411
CYF|iata|Chefornak|60.1492|-164.2856
CYI|iata|CHIAYI/JIAYI|23.4667|120.3833
CYO|iata|Cayo Largo del Sur|21.6161|-81.5456
CYP|iata|Calbayog|12.077|124.5478
CYR|iata|COLONIA|-34.4514|-57.7669
CYS|iata|Cheyenne Municipal Apt|41.1557|-104.8118
CYU|iata|Cuyo|10.8581|121.0694
CYW|iata|Celaya|20.546|-100.8866
CYX|iata|Chersky|68.7433|161.3367
CYZ|iata|Cauayan|15.9319|121.7556
CZA|iata|CHICHEN ITZA|20.6413|-88.4462
CZE|iata|Coro|11.4167|-69.6667
CZF|iata|CAPE ROMANZOF LRRS AIRPORT|61.7809|-166.0395
CZH|iata|Corozal|18.367|-88.4
CZJ|iata|Corazon de Jesus|9.57|-79.36
CZL|iata|Constantine|36.2853|6.6192
CZM|iata|Cozumel|20.5222|-86.9297
CZN|iata|Chisana|62.0712|-142.0484
CZS|iata|Cruzeiro Do Sul|-7.5994|-72.7694
CZU|iata|Corozal|9.3333|-75.2833
CZW|iata|CZESTOCHOWA RUDNIKI|50.885|19.2047
CZX|iata|Changzhou|31.9197|119.7786
DAB|iata|Daytona Beach|29.1798|-81.0581
DAC|iata|Dhaka|23.8433|90.3978
DAD|iata|Da Nang|16.0439|108.2004
DAG|iata|BARSTOW DAGGETT|34.8537|-116.7867
DAK|iata|DAKHLA|25.4117|29.0017
DAL|iata|Dallas/Fort Worth Love Field|32.847|-96.8517
DAM|iata|Damascus|33.4108|36.5133
DAN|iata|DANVILLE REGIONAL|36.5729|-79.3361
DAR|iata|Dar es Salaam|-6.8781|39.2026
DAT|iata|Datong|40.0603|113.4822
DAU|iata|Daru|-9.0893|143.2131
DAV|iata|David|8.3895|-82.4357
DAX|iata|Dazhou|31.3|107.5
DAY|iata|Dayton Intl Apt|39.9024|-84.2194
DBA|iata|Dalbandin|28.8792|64.4042
DBB|iata|AL ALAMAIN|30.9245|28.4614
DBO|iata|Dubbo|-32.2167|148.575
DBQ|iata|Dubuque|42.402|-90.7095
DBU|iata|Dambula|7.8559|80.6567
DBV|iata|Dubrovnik|42.5614|18.2682
DBY|iata|DALBY ARP|-27.155|151.2667
DCA|iata|Washington Ronald Reagan National Apt|38.8521|-77.0377
DCF|iata|CANEFIELD|15.3861|-61.4006
DCI|iata|DECIMOMANNU|39.3547|8.9728
DCM|iata|Castres|43.555|2.2906
DCN|iata|Derby|-17.5814|123.8283
DDC|iata|Dodge City|37.7634|-99.9656
DDG|iata|Dandong|40.2|124.25
DEA|iata|Dera Ghazi Khan|29.9606|70.4853
DEB|iata|Debrecen|47.4889|21.6153
DEC|iata|Decatur|39.8347|-88.8663
DED|iata|Dehra Dun|30.1872|78.18
DEE|iata|Yuzhno-Kurilsk|43.967|145.683
DEF|iata|Dezful|32.3803|48.4047
DEL|iata|Delhi|28.5687|77.1121
DEN|iata|Denver Intl Apt|39.8617|-104.6732
DET|iata|DETROIT COLEMAN A.YOUNG MUNI|42.4092|-83.0099
DEZ|iata|DEIR ZZOR|35.2855|40.1761
DFW|iata|Dallas/Fort Worth Intl Apt|32.8968|-97.038
DGA|iata|Dangriga|17.183|-88.583
DGE|iata|Mudgee|-32.565|149.6094
DGO|iata|Durango|24.125|-104.5278
DGT|iata|Dumaguete|9.3361|123.2994
DGX|iata|ST. ATHAN|51.4048|-3.4358
DHA|iata|KING ABDULAZIZ AIR BASE DHARAN|26.2643|50.1525
DHB|iata|Deer Harbor|48.616|-123.0
DHF|iata|AL DHAFRA|24.25|54.55
DHI|iata|Dhangarhi|28.7533|80.5819
DHM|iata|Dharamsala|32.1651|76.2634
DHN|iata|Dothan|31.3213|-85.4497
DHR|iata|DEN HELDER/DE KOOY|52.9244|4.7808
DHT|iata|DALHART MUNI|36.0226|-102.5473
DIB|iata|Dibrugarh|27.481|95.018
DIE|iata|Antsiranana|-12.3528|49.295
DIG|iata|Deqen|27.7936|99.6772
DIJ|iata|Dijon|47.2658|5.095
DIK|iata|Dickinson|46.7967|-102.8017
DIL|iata|Dili|-8.5439|125.5219
DIN|iata|Dien Bien Phu|21.3977|103.0091
DIO|iata|Diomede|65.7586|-168.9531
DIQ|iata|DIVINOPOLIS|-20.1814|-44.8694
DIR|iata|Dire Dawa|9.6378|41.8489
DIU|iata|Diu|20.717|70.917
DIW|iata|Dickwella|6.9667|81.0
DIY|iata|Diyarbakir|37.8925|40.2011
DJB|iata|Jambi|-1.6356|103.6431
DJE|iata|Djerba|33.8756|10.7772
DJG|iata|Djanet|24.2931|9.4519
DJJ|iata|Jayapura|-2.5719|140.5114
DKA|iata|Katsina|13.0078|7.6605
DKB|iata|DE KALB|41.9337|-88.7057
DKO|iata|DAKOVICA/AMIKO|42.4324|20.4267
DKR|iata|Dakar|14.7439|-17.4794
DKS|iata|DIKSON|73.5167|80.3817
DLA|iata|Douala|4.0117|9.7083
DLC|iata|Dalian|38.96|121.53
DLE|iata|Dole|47.0428|5.435
DLF|iata|LAUGHLIN AFB/AIRPORT|29.3595|-100.778
DLG|iata|Dillingham|59.0446|-158.5054
DLH|iata|Duluth International Apt|46.8421|-92.1936
DLI|iata|Dalat|11.7505|108.3739
DLM|iata|Dalaman|36.7126|28.7915
DLS|iata|COLUMBIA GORGE RGNL/DALLES MUN|45.6185|-121.1673
DLU|iata|Dali|25.6494|100.3194
DLY|iata|Dillons Bay|-18.7694|169.0014
DLZ|iata|Dalanzadgad|43.5917|104.4299
DMA|iata|DAVIS MONTHAN AFB|32.1665|-110.8832
DMB|iata|Taraz|42.8533|71.3033
